cinsiyet;fakulte;bolum;ders;egitim;platform;performans;haber1;haber2;haber3;haber4;haber5;haber6;haber7;haber8;haber9;haber10;haber11;haber12;haber13;haber14;haber15;haber16;haber17;haber18;haber19;haber20;haber21;haber22;haber23;haber24;arastirma;ders_acilsin_mi;performans_kotu
Erkek;Mühendislik Fakültesi;Endüstri Mühendisliği;Hayır;Evet;Haber Uygulamaları;18;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;0;1;4;Evet;6
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Evet;Twitter;11;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;5;Evet;13
Kadın;Fen Fakültesi;İstatistik;Hayır;Hayır;Twitter;13;0;0;1;0;1;0;0;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;1;3;Evet;11
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Evet;Twitter;15;0;1;1;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;3;Evet;9
Kadın;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Twitter;17;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;0;1;1;1;3;Evet;7
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;14;0;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;1;0;1;0;1;0;1;5;Evet;10
Kadın;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Haber Uygulamaları;21;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;4;Evet;3
Erkek;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Haber Uygulamaları;21;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;3;Evet;3
Kadın;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Haber Uygulamaları;21;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;5;Evet;3
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;14;0;1;0;0;1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;1;0;1;0;1;3;Evet;10
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;18;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;3;Evet;6
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Evet;Twitter;12;0;1;1;0;1;0;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;4;Evet;12
Kadın;Fen Fakültesi;İstatistik;Hayır;Hayır;Haber Web Siteleri;13;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;1;1;1;1;0;1;1;0;0;3;Evet;11
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Haber Web Siteleri;21;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;3;Evet;3
Kadın;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Haber Web Siteleri;12;0;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;1;4;Evet;12
Erkek;İletişim Fakültesi;İletişim Bilimleri;Evet;Evet;Haber Uygulamaları;19;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;0;1;4;Evet;5
Kadın;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Instagram;22;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;Evet;2
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Evet;Haber Web Siteleri;17;1;1;1;0;0;0;1;1;1;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;3;Hayır;7
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Haber Web Siteleri;20;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;3;Evet;4
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Evet;Twitter;15;0;1;0;0;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;0;1;3;Evet;9
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;14;1;0;0;1;0;0;0;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;4;Evet;10
Kadın;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Twitter;16;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;1;4;Evet;8
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;17;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;3;Evet;7
Kadın;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Twitter;17;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;4;Evet;7
Erkek;Mühendislik Fakültesi;Yapay Zeka Mühendisliği;Hayır;Evet;Twitter;18;1;1;1;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;3;Hayır;6
Erkek;Eğitim Fakültesi;Matematik Öğretmenliği;Hayır;Hayır;Instagram;18;1;1;0;0;0;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;2;Evet;6
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;14;1;1;0;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1;0;1;0;1;0;0;4;Evet;10
Erkek;Mühendislik Fakültesi;Yapay Zeka Mühendisliği;Hayır;Hayır;Haber Web Siteleri;19;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;4;Evet;5
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Haber Uygulamaları;14;0;1;0;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;3;Evet;10
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;13;1;1;0;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;4;Evet;11
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Evet;Twitter;17;1;1;1;1;1;0;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;1;0;1;4;Evet;7
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;13;0;0;1;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;4;Hayır;11
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Instagram;15;0;1;1;1;1;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;1;2;Hayır;9
Kadın;Mühendislik Fakültesi;Yapay Zeka Mühendisliği;Hayır;Hayır;Twitter;15;1;1;0;1;0;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;4;Hayır;9
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Evet;Twitter;16;0;0;1;1;1;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;0;3;Evet;8
Kadın;Eğitim Fakültesi;Okul Öncesi Öğretmenliği;Hayır;Hayır;Twitter;17;1;1;0;0;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;0;0;1;1;3;Evet;7
Erkek;Eğitim Fakültesi;Bilgisayar ve Öğretim Teknikleri Öğretmenliği;Hayır;Hayır;Haber Uygulamaları;14;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;2;Evet;10
Erkek;Eğitim Fakültesi;Bilgisayar ve Öğretim Teknikleri Öğretmenliği;Hayır;Hayır;Haber Web Siteleri;8;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;Hayır;16
Kadın;Eğitim Fakültesi;Okul Öncesi Öğretmenliği;Hayır;Hayır;Instagram;18;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;3;Evet;6
Kadın;Fen Fakültesi;İstatistik;Hayır;Hayır;TV;15;0;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;3;Evet;9
Erkek;Mühendislik Fakültesi;Endüstri Mühendisliği;Hayır;Hayır;Instagram;15;0;1;1;1;1;0;0;0;1;0;0;1;1;1;0;1;1;1;1;1;1;0;0;1;4;Hayır;9
Kadın;Eğitim Fakültesi;Fen Bilgisi Öğretmenliği;Hayır;Hayır;Instagram;13;1;0;1;1;1;0;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;3;Evet;11
Kadın;Eğitim Fakültesi;Biyoloji Öğretmenliği;Evet;Hayır;Twitter;14;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;0;1;4;Evet;10
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;20;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;5;Evet;4
Kadın;Eğitim Fakültesi;Fizik Öğretmenliği;Hayır;Hayır;Twitter;16;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;1;1;0;1;0;1;5;Evet;8
Erkek;Eğitim Fakültesi;Bilgisayar ve Öğretim Teknikleri Öğretmenliği;Evet;Evet;Diğer;13;0;1;0;1;0;1;0;0;1;1;0;1;1;1;0;1;0;1;1;1;1;0;0;0;3;Hayır;11
Kadın;Eğitim Fakültesi;Kimya Öğretmenliği;Evet;Hayır;Twitter;16;1;1;0;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;0;1;1;1;1;3;Evet;8
Kadın;Fen Fakültesi;İstatistik;Hayır;Hayır;Twitter;15;1;0;1;0;0;1;1;1;0;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;4;Evet;9
Erkek;İletişim Fakültesi;İletişim Bilimleri;Evet;Evet;Instagram;15;1;1;1;0;0;1;0;1;1;0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;4;Hayır;9
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;14;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;1;5;Evet;10
Kadın;Eğitim Fakültesi;Sınıf Öğretmenliği;Evet;Evet;Haber Web Siteleri;15;0;1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;1;1;1;0;1;0;1;3;Evet;9
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Evet;Instagram;18;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;3;Evet;6
Erkek;Eğitim Fakültesi;Özel Eğitim Öğretmenliği;Hayır;Evet;TV;11;0;1;0;0;1;1;1;0;1;0;0;1;0;0;1;1;0;1;0;0;0;1;1;0;2;Evet;13
Kadın;Eğitim Fakültesi;Sınıf Öğretmenliği;Evet;Hayır;Twitter;16;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;4;Evet;8
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;15;0;0;1;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;3;Evet;9
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Instagram;14;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;0;1;1;1;0;0;1;0;4;Evet;10
Erkek;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Twitter;18;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;4;Hayır;6
Erkek;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Diğer;17;0;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;3;Evet;7
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Instagram;13;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;2;Evet;11
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;13;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;1;0;1;0;1;1;0;1;4;Evet;11
Erkek;Eğitim Fakültesi;Türkçe Öğretmenliği;Hayır;Hayır;Haber Web Siteleri;16;0;1;0;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;5;Evet;8
Erkek;Eğitim Fakültesi;Türkçe Öğretmenliği;Hayır;Hayır;Instagram;17;1;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;4;Evet;7
Kadın;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Haber Web Siteleri;16;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;0;3;Evet;8
Erkek;İletişim Fakültesi;İletişim Bilimleri;Evet;Hayır;Instagram;11;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;3;Evet;13
Kadın;İletişim Fakültesi;İletişim Bilimleri;Evet;Evet;Haber Uygulamaları;16;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;3;Hayır;8
Erkek;İletişim Fakültesi;İletişim Bilimleri;Hayır;Hayır;Twitter;13;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;2;Hayır;11
Kadın;Eğitim Fakültesi;Biyoloji Öğretmenliği;Hayır;Hayır;Twitter;16;1;1;1;0;1;0;0;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;3;Hayır;8
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
